"","번호","발생시각","규모","깊이(km)","위도","경도","행정구역","시군구"
"855",346,1996-12-15 16:20:40,2.5,NA,"37.20 N","128.80 E","강원"," 정선군 남남동쪽 23km 지역"
"856",345,1996-12-14 15:17:57,2.7,NA,"37.30 N","128.80 E","강원"," 정선군 남동쪽 15km 지역"
"857",344,1996-12-13 13:27:08,3,NA,"37.30 N","128.80 E","강원"," 정선군 남동쪽 15km 지역"
"858",343,1996-12-13 13:10:17,4.5,NA,"37.20 N","128.80 E","강원"," 정선군 남남동쪽 23km 지역"
"859",342,1996-11-25 00:27:51,2.3,NA,"35.60 N","129.30 E","울산"," 북구 서북서쪽 6km 지역"
"860",341,1996-11-22 10:09:42,2.9,NA,"32.80 N","127.20 E","제주"," 서귀포시 남동쪽 81km 해역"
"861",340,1996-11-17 08:49:15,3.6,NA,"39.00 N","127.60 E","북한"," 강원 원산 남동쪽 23km 지역"
"862",339,1996-11-10 21:33:21,3.5,NA,"36.70 N","125.40 E","충남"," 태안군 서격렬비열도 북서쪽 16km 해역"
"863",338,1996-10-16 04:45:32,3.3,NA,"36.10 N","128.30 E","경북"," 구미시 서남서쪽 5km 지역"
"864",337,1996-09-27 19:32:23,2.4,NA,"35.60 N","129.90 E","울산"," 동구 동북동쪽 45km 해역"
"865",336,1996-09-14 22:38:58,3.6,NA,"39.00 N","126.00 E","북한"," 평양 동쪽 22km 지역"
"866",335,1996-08-14 18:10:04,3,NA,"36.70 N","128.00 E","경북"," 문경시 북서쪽 21km 지역"
"867",334,1996-08-03 00:06:59,2.7,NA,"37.40 N","129.50 E","강원"," 삼척시 동쪽 30km 해역"
"868",333,1996-07-27 01:22:44,3,NA,"34.20 N","123.30 E","전남"," 신안군 흑산면 서남서쪽 205km 해역"
"869",332,1996-07-15 04:58:32,2.8,NA,"36.90 N","126.50 E","충남"," 당진군 서쪽 12km 지역"
"870",331,1996-06-27 21:35:42,2.1,NA,"38.20 N","126.30 E","북한"," 황해북도 평산 남남서쪽 17km 지역"
"871",330,1996-06-21 01:04:09,2.8,NA,"36.10 N","126.90 E","전북"," 익산시 북북서쪽 18km 지역"
"872",329,1996-06-18 16:33:37,2.7,NA,"39.50 N","126.30 E","북한"," 평안남도 덕천 남쪽 28km 지역"
"873",328,1996-06-15 06:05:14,2.8,NA,"38.90 N","125.90 E","북한"," 평양 남동쪽 19km 지역"
"874",327,1996-06-04 18:33:23,2.4,NA,"36.80 N","129.10 E","경북"," 영양군 북쪽 15km 지역"
"875",326,1996-06-04 01:14:54,2.6,NA,"39.30 N","126.30 E","북한"," 평안남도 성천 북동쪽 10km 지역"
"876",325,1996-05-26 19:58:35,3.5,NA,"36.40 N","125.50 E","충남"," 태안군 서격렬비열도 남쪽 22km 해역"
"877",324,1996-05-26 08:34:55,2.5,NA,"33.50 N","126.00 E","제주"," 제주시 서쪽 49km 해역"
"878",323,1996-05-21 17:15:58,3.1,NA,"38.80 N","125.60 E","북한"," 황해북도 송림 북북서쪽 8km 지역"
"879",322,1996-05-16 11:05:40,2.8,NA,"35.30 N","129.10 E","부산"," 금정구 북쪽 7km 지역"
"880",321,1996-05-14 13:36:01,2.1,NA,"36.50 N","127.50 E","충북"," 청원군 남쪽 15km 지역"
"881",320,1996-05-13 00:49:39,3,NA,"35.80 N","130.20 E","울산"," 동구 동북동쪽 78km 해역"
"882",319,1996-05-07 00:13:00,2.9,NA,"34.70 N","127.30 E","전남"," 고흥군 북쪽 10km 해역"
"883",318,1996-05-06 21:02:57,2.1,NA,"35.90 N","127.70 E","전북"," 무주군 남남동쪽 12km 지역"
"884",317,1996-04-19 02:39:51,2.8,NA,"36.30 N","127.00 E","충남"," 공주시 남서쪽 19km 지역"
"885",316,1996-04-14 05:22:12,3.1,NA,"35.90 N","127.90 E","경북"," 김천시 남서쪽 32km 지역"
"886",315,1996-04-14 02:20:47,2.3,NA,"35.80 N","127.90 E","경남"," 거창군 북쪽 13km 지역"
"887",314,1996-03-20 04:54:16,2.5,NA,"36.60 N","128.10 E","경북"," 상주시 북북서쪽 22km 지역"
"888",313,1996-03-02 21:42:07,2.2,NA,"36.40 N","127.80 E","충북"," 보은군 남남동쪽 11km 지역"
"889",312,1996-02-27 04:39:34,2.6,NA,"35.90 N","129.60 E","경북"," 포항시 남구 동남동쪽 24km 해역"
"890",311,1996-02-09 08:51:52,3.1,NA,"39.20 N","126.40 E","북한"," 평안남도 성천 동남동쪽 17km 지역"
"891",310,1996-01-24 05:09:55,4.2,NA,"37.90 N","129.60 E","강원"," 동해시 북동쪽 60km 해역"
"892",309,1995-12-24 03:47:18,3,NA,"35.30 N","124.60 E","전남"," 신안군 흑산면 북서쪽 107km 해역"
"893",308,1995-12-22 05:24:47,2.5,NA,"34.60 N","127.50 E","전남"," 고흥군 동쪽 20km 지역"
"894",307,1995-12-21 08:25:27,2.6,NA,"36.60 N","128.10 E","경북"," 상주시 북북서쪽 22km 지역"
"895",306,1995-11-10 14:03:52,3,NA,"38.90 N","125.80 E","북한"," 평양 남남동쪽 14km 지역"
"896",305,1995-10-08 08:33:38,3.5,NA,"35.60 N","129.70 E","울산"," 동구 동북동쪽 28km 해역"
"897",304,1995-10-06 21:07:33,3.7,NA,"37.50 N","129.80 E","강원"," 삼척시 동쪽 56km 해역"
"898",303,1995-10-03 14:05:56,2.9,NA,"36.90 N","129.20 E","경북"," 울진군 서남서쪽 21km 지역"
"899",302,1995-09-17 00:13:47,2.4,NA,"36.30 N","126.80 E","충남"," 부여군 서북서쪽 11km 지역"
"900",301,1995-09-03 22:38:47,2.4,NA,"33.50 N","126.90 E","제주"," 제주시 동쪽 34km 지역"
"901",300,1995-08-24 03:08:07,2.8,NA,"36.20 N","123.70 E","충남"," 태안군 서격렬비열도 서남서쪽 170km 해역"
"902",299,1995-08-12 03:17:49,3.6,NA,"38.00 N","124.60 E","인천"," 백령도 북서쪽 9km 해역"
"903",298,1995-08-09 15:42:13,2.9,NA,"37.90 N","124.60 E","인천"," 백령도 남서쪽 9km 해역"
"904",297,1995-08-04 10:15:40,2.8,NA,"36.30 N","123.70 E","충남"," 태안군 서격렬비열도 서남서쪽 167km 해역"
"905",296,1995-07-24 19:02:52,4.2,NA,"38.20 N","124.40 E","북한"," 인천 백령도 북서쪽 37km 해역"
"906",295,1995-06-24 21:49:58,2.2,NA,"37.00 N","129.30 E","경북"," 울진군 서쪽 9km 지역"
"907",294,1995-06-24 19:47:40,2.6,NA,"36.80 N","129.50 E","경북"," 울진군 남남동쪽 23km 해역"
"908",293,1995-06-19 18:09:22,3,NA,"36.40 N","128.20 E","경북"," 상주시 동남동쪽 4km 지역"
"909",292,1995-06-05 18:21:16,2.5,NA,"38.70 N","126.40 E","북한"," 황해북도 신계 북북서쪽 25km 지역"
"910",291,1995-05-17 01:43:50,2.9,NA,"37.60 N","124.30 E","인천"," 백령도 남서쪽 51km 해역"
"911",290,1995-05-10 08:46:28,3.4,NA,"39.30 N","126.00 E","북한"," 평안남도 평성 동북동쪽 14km 지역"
"912",289,1995-04-30 19:40:14,2.5,NA,"35.80 N","128.70 E","대구"," 수성구 남동쪽 9km 지역"
"913",288,1995-04-28 15:38:25,2.5,NA,"34.70 N","128.90 E","경남"," 통영시 매물도 동쪽 30km 해역"
"914",287,1995-03-20 01:01:18,2.5,NA,"35.70 N","131.10 E","울산"," 동구 동쪽 154km 해역"
"915",286,1995-03-11 09:30:26,3,NA,"38.70 N","125.60 E","북한"," 황해북도 송림 남서쪽 5km 지역"
"916",285,1995-02-05 12:59:56,2.6,NA,"39.60 N","126.00 E","북한"," 평안남도 개천 남동쪽 14km 지역"
"917",284,1995-02-02 15:56:30,2.5,NA,"38.90 N","126.00 E","북한"," 평양 동남동쪽 26km 지역"
"918",283,1995-01-29 17:02:58,2.4,NA,"38.90 N","126.00 E","북한"," 평양 동남동쪽 26km 지역"
"919",282,1995-01-21 07:39:59,3.3,NA,"34.20 N","125.00 E","전남"," 신안군 가거도 북서쪽 20km 해역"
"920",281,1995-01-14 06:43:25,3,NA,"37.90 N","124.50 E","인천"," 백령도 서남서쪽 17km 해역"
"921",280,1994-12-26 23:09:42,2.3,NA,"34.80 N","128.10 E","경남"," 남해군 동남동쪽 19km 해역"
"922",279,1994-12-25 02:41:31,2.4,NA,"35.30 N","126.00 E","전남"," 영광군 서쪽 47km 해역"
"923",278,1994-12-18 03:23:37,2,NA,"36.40 N","128.10 E","경북"," 상주시 서쪽 5km 지역"
"924",277,1994-12-15 10:41:27,2.8,NA,"36.10 N","125.40 E","전북"," 군산시 어청도 서쪽 51km 해역"
"925",276,1994-12-02 00:42:39,3.6,NA,"37.90 N","123.80 E","인천"," 백령도 서쪽 77km 해역"
"926",275,1994-11-01 09:11:10,3.4,NA,"38.90 N","125.80 E","북한"," 평양 남남동쪽 14km 지역"
"927",274,1994-10-14 21:51:44,3.5,NA,"38.80 N","125.60 E","북한"," 황해북도 송림 북북서쪽 8km 지역"
"928",273,1994-09-21 03:35:46,3.2,NA,"36.40 N","128.90 E","경북"," 안동시 남동쪽 24km 지역"
"929",272,1994-08-31 00:07:09,2.8,NA,"37.40 N","124.80 E","인천"," 백령도 남쪽 62km 해역"
"930",271,1994-08-24 15:18:16,2.1,NA,"38.50 N","127.50 E","북한"," 평강 동북동쪽 21km 지역"
"931",270,1994-07-26 02:41:46,4.9,NA,"34.90 N","124.10 E","전남"," 신안군 흑산면 서북서쪽 128km 해역"
"932",269,1994-04-23 13:03:24,4.1,NA,"35.70 N","130.90 E","울산"," 동구 동쪽 136km 해역"
"933",268,1994-04-23 12:41:42,4.5,NA,"35.10 N","131.10 E","경남"," 울산 남동쪽 175km 해역"
"934",267,1994-04-22 02:05:27,4.6,NA,"34.90 N","131.00 E","경남"," 울산 남동쪽 175km 해역"
"935",266,1994-04-12 16:04:24,3.1,NA,"38.50 N","125.50 E","북한"," 황해남도 안악 남남동쪽 1km 지역"
"936",265,1994-03-25 06:03:24,2.3,NA,"36.30 N","128.20 E","경북"," 상주시 남남동쪽 13km 지역"
"937",264,1994-03-04 00:33:10,2.7,NA,"35.90 N","129.60 E","경북"," 포항시 남구 동남동쪽 24km 해역"
"938",263,1994-03-03 19:39:24,2.7,NA,"34.40 N","127.90 E","전남"," 여수시 남남동쪽 43km 해역"
"939",262,1994-02-26 04:52:47,2.5,NA,"35.60 N","127.90 E","경남"," 거창군 남쪽 9km 지역"
"940",261,1994-02-24 06:40:35,2.2,NA,"37.40 N","129.40 E","강원"," 삼척시 동남동쪽 21km 해역"
"941",260,1994-02-12 11:58:14,3.5,NA,"36.40 N","127.30 E","대전"," 유성구 북서쪽 7km 지역"
"942",259,1994-02-02 14:12:44,2,NA,"35.90 N","128.30 E","경북"," 성주군 남동쪽 2km 지역"
"943",258,1994-01-24 15:47:17,2.3,NA,"38.40 N","126.40 E","북한"," 황해북도 평산 북쪽 8km 지역"
"944",257,1994-01-11 08:09:09,3,NA,"36.30 N","123.90 E","충남"," 태안군 서격렬비열도 서남서쪽 150km 해역"
"945",256,1993-12-30 09:58:34,2.6,NA,"38.50 N","127.60 E","북한"," 강원 회양 남쪽 23km 지역"
"946",255,1993-12-24 08:13:23,3.1,NA,"35.90 N","129.10 E","경북"," 경주시 북서쪽 12km 지역"
"947",254,1993-12-08 11:43:57,3.4,NA,"39.60 N","125.90 E","북한"," 평안남도 개천 남쪽 11km 지역"
"948",253,1993-08-26 00:07:12,2.9,NA,"35.70 N","127.90 E","경남"," 거창군 북북서쪽 2km 지역"
"949",252,1993-07-14 11:48:48,2.6,NA,"38.80 N","125.70 E","북한"," 황해북도 송림 북동쪽 9km 지역"
"950",251,1993-07-08 11:10:59,3.6,NA,"35.20 N","128.40 E","경남"," 창원시 서쪽 26km 지역"
"951",250,1993-06-12 16:03:22,2.7,NA,"37.50 N","125.50 E","인천"," 옹진군 연평도 남서쪽 26km 해역"
"952",249,1993-06-08 17:42:04,2.2,NA,"38.70 N","126.70 E","북한"," 황해북도 신계 북북동쪽 27km 지역"
"953",248,1993-05-02 17:57:12,2.9,NA,"37.30 N","130.50 E","경북"," 울릉군 울릉도 서남서쪽 41km 해역"
"954",247,1993-04-16 18:32:42,2.2,NA,"36.50 N","128.30 E","경북"," 예천군 남서쪽 22km 지역"
"955",246,1993-04-09 02:28:42,2.2,NA,"36.60 N","126.90 E","충남"," 예산군 남동쪽 11km 지역"
"956",245,1993-04-08 12:01:11,2.9,NA,"34.90 N","130.60 E","울산"," 동구 동남동쪽 126km 해역"
"957",244,1993-04-02 01:20:46,2.2,NA,"35.20 N","128.30 E","경남"," 진주시 동쪽 20km 지역"
"958",243,1993-03-28 10:16:09,4.5,NA,"33.10 N","123.80 E","전남"," 신안군 흑산면 남서쪽 231km 해역"
"959",242,1993-03-18 00:36:57,2.8,NA,"36.40 N","130.00 E","경북"," 영덕군 동쪽 57km 해역"
"960",241,1993-03-17 00:36:56,2.6,NA,"36.60 N","129.90 E","경북"," 영덕군 동북동쪽 52km 해역"
"961",240,1993-03-11 06:55:16,2.8,NA,"37.50 N","124.80 E","인천"," 백령도 남남동쪽 51km 해역"
"962",239,1993-03-01 12:00:43,3.9,NA,"35.60 N","126.80 E","전북"," 정읍시 북서쪽 6km 지역"
"963",238,1993-03-01 11:59:29,3.3,NA,"35.60 N","126.90 E","전북"," 정읍시 북동쪽 5km 지역"
"964",237,1993-02-25 10:15:03,2.9,NA,"35.60 N","126.40 E","전북"," 고창군 북서쪽 33km 해역"
"965",236,1993-02-08 10:04:46,2.1,NA,"38.70 N","127.80 E","북한"," 강원 회양 동쪽 17km 지역"
"966",235,1993-01-31 15:31:23,3.1,NA,"41.10 N","125.70 E","북한"," 자강도 초산 북북서쪽 32km 지역"
"967",234,1992-12-16 10:28:29,2.1,NA,"38.10 N","128.30 E","강원"," 인제군 동북동쪽 12km 지역"
"968",233,1992-12-13 20:22:39,4,NA,"35.30 N","130.10 E","울산"," 동구 동남동쪽 66km 해역"
"969",232,1992-11-25 18:45:03,2.6,NA,"37.70 N","126.40 E","인천"," 강화군 서남서쪽 9km 지역"
"970",231,1992-11-13 02:47:10,3.4,NA,"38.40 N","125.30 E","북한"," 황해남도 안악 남서쪽 21km 지역"
"971",230,1992-11-12 08:02:28,3.8,NA,"38.50 N","125.40 E","북한"," 황해남도 안악 서쪽 8km 지역"
"972",229,1992-11-11 09:32:16,3.4,NA,"35.80 N","123.70 E","충남"," 태안군 서격렬비열도 서남서쪽 187km 해역"
"973",228,1992-11-04 02:30:13,4.4,NA,"34.70 N","122.80 E","전남"," 신안군 흑산면 서쪽 244km 해역"
"974",227,1992-10-20 10:34:16,2.6,NA,"36.00 N","128.20 E","경북"," 성주군 북서쪽 12km 지역"
"975",226,1992-09-05 00:22:28,2.7,NA,"37.00 N","126.80 E","경기"," 평택시 서쪽 28km 지역"
"976",225,1992-07-19 17:01:06,3.1,NA,"39.10 N","127.10 E","북한"," 강원 원산 서남서쪽 29km 지역"
"977",224,1992-07-17 08:16:45,2.5,NA,"37.10 N","126.10 E","충남"," 태안군 북북서쪽 44km 해역"
"978",223,1992-05-04 17:06:07,2.6,NA,"35.80 N","128.40 E","경북"," 고령군 북동쪽 15km 지역"
"979",222,1992-04-09 05:32:11,2.9,NA,"36.20 N","127.20 E","충남"," 논산시 동북동쪽 9km 지역"
"980",221,1992-01-21 03:36:18,4,NA,"35.40 N","129.90 E","울산"," 동구 동남동쪽 45km 해역"
"981",220,1992-01-15 21:26:20,2,NA,"36.00 N","127.30 E","전북"," 완주군 북동쪽 22km 지역"
"982",219,1991-10-30 00:57:17,2.2,NA,"38.50 N","127.20 E","북한"," 강원 평강 북서쪽 13km 지역"
"983",218,1991-10-16 04:59:43,2.8,NA,"35.60 N","129.60 E","울산"," 동구 동북동쪽 20km 해역"
"984",217,1991-10-11 07:20:46,3.2,NA,"36.80 N","129.30 E","경북"," 울진군 남남서쪽 23km 지역"
"985",216,1991-08-10 08:26:46,2.7,NA,"36.50 N","129.70 E","경북"," 영덕군 동북동쪽 31km 해역"
"986",215,1991-07-23 23:08:50,3.1,NA,"35.60 N","128.00 E","경남"," 합천군 서북서쪽 16km 지역"
"987",214,1991-07-20 12:25:30,3.1,NA,"35.30 N","127.90 E","경남"," 산청군 남쪽 13km 지역"
"988",213,1991-06-18 16:07:56,2.6,NA,"39.10 N","126.10 E","북한"," 평안남도 성천 남남서쪽 19km 지역"
"989",212,1991-06-07 15:25:02,2.7,NA,"35.80 N","128.80 E","경북"," 경산시 동남동쪽 6km 지역"
"990",211,1991-05-23 07:16:17,2.6,NA,"36.50 N","127.90 E","경북"," 상주시 서북서쪽 25km 지역"
"991",210,1991-05-14 15:57:52,2.4,NA,"-","-","서울"," 북방 약 175km 지역"
"992",209,1991-05-13 10:58:37,2,NA,"35.30 N","126.70 E","전남"," 장성군 서쪽 8km 지역"
"993",208,1991-05-13 01:25:58,2.2,NA,"35.90 N","128.50 E","경북"," 칠곡군 남동쪽 13km 지역"
"994",207,1991-04-27 20:01:02,3,NA,"36.10 N","127.20 E","충남"," 논산시 남동쪽 13km 지역"
"995",206,1991-04-14 01:48:33,3.1,NA,"36.50 N","128.70 E","경북"," 안동시 남남서쪽 8km 지역"
"996",205,1991-03-28 03:31:33,2.7,NA,"37.00 N","126.40 E","충남"," 서산시 북쪽 25km 지역"
"997",204,1991-02-02 11:08:33,3.4,NA,"33.40 N","123.80 E","전남"," 신안군 흑산면 남서쪽 207km 해역"
"998",203,1991-01-25 03:57:17,2.8,NA,"37.30 N","129.80 E","경북"," 울진군 북동쪽 50km 해역"
"999",202,1991-01-03 14:39:15,3.4,NA,"37.60 N","124.70 E","인천"," 백령도 남쪽 39km 해역"
"1000",201,1991-01-03 08:27:37,2.7,NA,"36.40 N","128.80 E","경북"," 의성군 동북동쪽 11km 지역"
"1001",200,1990-10-22 18:09:35,3.4,NA,"35.90 N","130.00 E","경북"," 포항시 남구 동남동쪽 59km 해역"
"1002",199,1990-06-30 10:45:11,2.5,NA,"36.50 N","126.70 E","충남"," 홍성군 남남동쪽 11km 지역"
"1003",198,1990-06-19 13:28:34,2.6,NA,"37.80 N","123.70 E","인천"," 백령도 서남서쪽 88km 해역"
"1004",197,1990-06-14 03:37:07,2.3,NA,"37.50 N","127.10 E","서울"," 송파구 남서쪽 2km 지역"
"1005",196,1990-06-02 01:46:18,2.4,NA,"36.40 N","127.80 E","충북"," 보은군 남남동쪽 11km지역"
"1006",195,1990-03-11 15:30:38,2.6,NA,"38.10 N","126.30 E","북한"," 황해북도 평산 남남서쪽 27km 지역"
"1007",194,1990-03-10 16:59:39,2.7,NA,"38.20 N","126.30 E","북한"," 황해북도 평산 남남서쪽 17km 지역"
"1008",193,1990-03-04 14:51:59,2.6,NA,"38.70 N","125.80 E","북한"," 황해북도 송림 동남동쪽 15km 지역"
"1009",192,1990-02-28 15:01:52,3.1,NA,"38.30 N","126.30 E","북한"," 황해북도 평산 서남서쪽 9km 지역"
"1010",191,1990-02-28 13:53:10,2.5,NA,"38.00 N","126.20 E","북한"," 개성 서쪽 32km 지역"
"1011",190,1990-02-22 15:14:54,2.8,NA,"38.30 N","126.40 E","북한"," 황해북도 평산 남쪽 4km 지역"
"1012",189,1990-02-18 21:29:37,3.3,NA,"38.20 N","123.90 E","북한"," 인천 백령도 서북서쪽 74km 해역"
"1013",188,1990-01-28 15:01:38,2.7,NA,"38.30 N","126.20 E","북한"," 황해북도 평산 서남서쪽 17km 지역"
"1014",187,1990-01-10 17:08:00,2.5,NA,"36.30 N","127.40 E","대전"," 중구 남서쪽 4km 지역"
"1015",186,1990-01-09 13:53:50,2.9,NA,"36.60 N","125.60 E","충남"," 태안군 서격렬비열도 동쪽 6km 해역"
"1016",185,1989-12-29 14:59:02,2.8,NA,"38.20 N","126.20 E","북한"," 황해북도 평산군 22km 지역"
"1017",184,1989-12-11 15:18:19,2.8,NA,"38.00 N","125.90 E","북한"," 황해남도 해주 동남동쪽 17km 지역"
"1018",183,1989-06-23 00:26:00,3.5,NA,"36.70 N","127.80 E","충북"," 괴산군 남쪽 12km 지역"
"1019",182,1989-06-20 15:28:10,3.2,NA,"38.10 N","126.20 E","북한"," 황해북도 평산 남남서쪽 31km 지역"
"1020",181,1989-05-25 14:58:34,3.1,NA,"38.60 N","126.30 E","북한"," 황해북도 신계 서북서쪽 23km 지역"
"1021",180,1989-05-22 14:59:20,3.2,NA,"37.80 N","125.80 E","북한"," 인천 옹진군 연평도 북북동쪽 17km 해역"
"1022",179,1989-04-30 15:27:51,3.4,NA,"36.30 N","127.30 E","대전"," 유성구 남서쪽 8km 지역"
"1023",178,1989-04-17 15:04:23,3.2,NA,"-","-","서울"," 북방 약 110km 지역"
"1024",177,1989-04-08 10:01:15,3.1,NA,"-","-","서울"," 북방 약 95km 지역"
"1025",176,1989-03-29 15:00:59,3.1,NA,"37.90 N","125.90 E","북한"," 황해남도 해주 남동쪽 23km 지역"
"1026",175,1989-03-21 04:44:38,2.9,NA,"-","-","서울"," 북방 약 155km 지역"
"1027",174,1989-03-13 16:03:42,3.4,NA,"38.20 N","125.50 E","북한"," 황해남도 해주 북서쪽 26km 지역"
"1028",173,1989-03-13 14:33:55,3.3,NA,"-","-","서울"," 북방 약 110km 지역"
"1029",172,1989-03-11 10:59:27,3.3,NA,"-","-","서울"," 북방 약 135km 지역"
"1030",171,1989-03-03 15:15:18,3.4,NA,"38.10 N","124.90 E","북한"," 황해남도 장연군 남서쪽 24km 지역"
"1031",170,1989-01-05 15:13:16,3.2,NA,"38.50 N","126.10 E","북한"," 황해북도 사리원 동쪽 30km 지역"
"1032",169,1988-12-02 23:54:19,2.5,NA,"36.30 N","127.90 E","경북"," 상주시 서남서쪽 26km 지역"
"1033",168,1988-10-15 17:26:25,3.4,NA,"38.40 N","126.20 E","북한"," 황해북도 평산 서북서쪽 18km 지역"
"1034",167,1988-08-22 14:14:13,3,NA,"-","-","서울"," 북방 약 102km 지역"
"1035",166,1988-05-03 14:59:53,3.4,NA,"38.30 N","126.30 E","북한"," 황해북도 평산 서남서쪽 9km 지역"
"1036",165,1988-04-15 15:44:01,3.7,NA,"40.40 N","127.00 E","북한"," 함경남도 장진 서쪽 20km 지역"
"1037",164,1988-01-24 06:46:12,2.9,NA,"36.20 N","129.20 E","경북"," 포항시 북구 북서쪽 23km 지역"
"1038",163,1987-12-29 16:16:40,2.4,NA,"-","-","서울"," 북방 약 120km 지역"
"1039",162,1987-12-27 17:37:03,2.3,NA,"-","-","서울"," 북방 약 140km 지역"
"1040",161,1987-12-27 16:03:37,2.5,NA,"-","-","서울"," 북방 약 190km 지역"
"1041",160,1987-12-26 12:37:24,2,NA,"-","-","서울"," 북방 약 120km 지역"
"1042",159,1987-12-01 10:04:34,2.5,NA,"-","-","서울"," 북방 약 190km 지역"
"1043",158,1987-10-25 13:23:57,3.7,NA,"37.50 N","130.10 E","경북"," 울릉군 울릉도 서쪽 71km 해역"
"1044",157,1987-10-06 23:36:54,3.5,NA,"36.20 N","130.10 E","경북"," 포항시 북구 동북동쪽 68km 해역"
"1045",156,1987-10-06 07:04:45,3.1,NA,"35.90 N","129.90 E","경북"," 포항시 남구 동남동쪽 50km 해역"
"1046",155,1987-09-25 00:44:05,2.2,NA,"37.80 N","129.10 E","강원"," 강릉시 동북동쪽 19km 해역"
"1047",154,1987-06-13 11:32:52,2.8,NA,"35.30 N","126.10 E","전남"," 영광군 서쪽 38km 해역"
"1048",153,1987-03-06 07:10:47,4,NA,"38.70 N","125.50 E","북한"," 남포 남동쪽 8km 지역"
"1049",152,1986-08-11 09:52:47,3.5,NA,"37.10 N","126.00 E","인천"," 옹진군 덕적도 남서쪽 18km 해역"
"1050",151,1986-07-11 16:43:20,3.2,NA,"34.30 N","126.90 E","전남"," 완도군 동쪽 13km 해역"
"1051",150,1986-05-11 04:03:39,3.1,NA,"36.60 N","125.90 E","충남"," 태안군 서격렬비열도 동쪽 33km 해역"
"1052",149,1986-05-10 14:02:17,3.1,NA,"-","-","서울"," 북방 약 170km 지역"
"1053",148,1986-05-02 17:26:49,3,NA,"36.70 N","125.70 E","충남"," 태안군 서격렬비열도 북동쪽 19km 해역"
"1054",147,1986-05-02 12:44:16,3.4,NA,"36.60 N","125.80 E","충남"," 태안군 서격렬비열도 동쪽 24km 해역"
"1055",146,1986-04-27 09:03:05,3.3,NA,"36.50 N","125.60 E","충남"," 태안군 서격렬비열도 남남동쪽 13km 해역"
"1056",145,1986-04-26 04:24:52,3.5,NA,"36.60 N","125.50 E","충남"," 태안군 서격렬비열도 서쪽 3km 해역"
"1057",144,1986-03-24 10:58:24,2.6,NA,"38.80 N","125.90 E","북한"," 황해북도 송림 동북동쪽 24km 지역"
"1058",143,1986-03-20 16:46:47,3.6,NA,"34.20 N","125.10 E","전남"," 신안군 가거도 북쪽 17km 해역"
"1059",142,1986-03-17 11:52:05,3.2,NA,"35.90 N","129.50 E","경북"," 포항시 남구 남동쪽 17km 지역"
"1060",141,1986-03-04 05:29:05,2.7,NA,"39.40 N","125.70 E","북한"," 평안남도 평성 북서쪽 23km 지역"
"1061",140,1986-02-09 07:04:40,3.3,NA,"35.90 N","125.80 E","전북"," 군산시 어청도 남남서쪽 29km 해역"
"1062",139,1986-02-03 16:38:19,2.8,NA,"35.70 N","126.90 E","전북"," 정읍시 북북동쪽 15km 지역"
"1063",138,1986-01-19 11:20:59,3,NA,"33.50 N","126.40 E","제주"," 제주시 서쪽 12km 해역"
"1064",137,1985-12-24 15:31:47,2.3,NA,"-","-","서울"," 북방 약 176km 지역"
"1065",136,1985-12-22 12:09:21,3,NA,"39.30 N","125.80 E","북한"," 평안남도 평성 북서쪽 8km 지역"
"1066",135,1985-12-10 21:42:05,3.2,NA,"35.80 N","129.70 E","경북"," 포항시 남구 남동쪽 38km 해역"
"1067",134,1985-11-10 17:23:09,3.1,NA,"39.80 N","125.80 E","북한"," 평안북도 영변 남쪽 1km 지역"
"1068",133,1985-11-02 02:56:30,2.9,NA,"36.70 N","128.90 E","경북"," 안동시 북동쪽 21km 지역"
"1069",132,1985-08-08 16:47:35,3.1,NA,"38.40 N","125.10 E","북한"," 황해남도 장연 북쪽 17km 지역"
"1070",131,1985-08-05 19:24:49,2.8,NA,"39.40 N","125.90 E","북한"," 평안남도 평성 북쪽 18km 지역"
"1071",130,1985-07-18 19:14:39,2.4,NA,"38.50 N","125.80 E","북한"," 황해북도 사리원 동쪽 3km 지역"
"1072",129,1985-06-26 17:19:41,2.6,NA,"37.30 N","126.40 E","인천"," 옹진군 남서쪽 27km 해역"
"1073",128,1985-06-25 11:13:43,3.8,NA,"36.90 N","129.70 E","경북"," 울진군 동남동쪽 28km 해역"
"1074",127,1985-06-25 07:29:33,2.8,NA,"37.30 N","126.40 E","인천"," 옹진군 남서쪽 27km 해역"
"1075",126,1985-06-25 06:40:34,4,NA,"37.30 N","126.40 E","인천"," 옹진군 남서쪽 27km 해역"
"1076",125,1985-06-20 05:03:31,3.3,NA,"35.90 N","128.60 E","대구"," 북구 북동쪽 2km 지역"
"1077",124,1985-06-18 13:43:20,2.8,NA,"38.50 N","125.80 E","북한"," 황해북도 사리원 동쪽 3km 지역"
"1078",123,1985-06-07 12:59:57,3.1,NA,"39.40 N","125.90 E","북한"," 평안남도 평성 북쪽 18km 지역"
"1079",122,1985-05-27 06:23:07,2.4,NA,"38.30 N","125.90 E","북한"," 황해북도 사리원 남남동쪽 26km 지역"
"1080",121,1985-05-22 17:27:35,2.9,NA,"38.10 N","125.60 E","북한"," 황해남도 해주 북서쪽 12km 지역"
"1081",120,1985-05-13 18:26:38,2.9,NA,"36.60 N","128.60 E","경북"," 안동시 서북서쪽 12km 지역"
