"","번호","발생시각","규모","깊이(km)","위도","경도","행정구역","시군구"
"1",1200,2015-10-01 14:06:06,2.1,NA,"35.78 N","129.14 E","경북"," 경주시 남서쪽 9km 지역"
"2",1199,2015-10-01 09:21:25,2.5,NA,"35.78 N","129.14 E","경북"," 경주시 남서쪽 9km 지역"
"3",1198,2015-09-18 10:12:54,2.1,NA,"34.70 N","128.75 E","경남"," 통영시 매물도 동북동쪽 17km 해역"
"4",1197,2015-09-03 04:53:40,2.7,NA,"33.27 N","127.04 E","제주"," 서귀포시 성산 남동쪽 20km 해역"
"5",1196,2015-09-01 13:47:41,2.5,NA,"39.09 N","126.53 E","북한"," 평안남도 양덕 남서쪽 16km 지역"
"6",1195,2015-08-23 09:19:49,2.5,NA,"36.38 N","129.77 E","경북"," 영덕군 동쪽 36km 해역"
"7",1194,2015-08-17 16:56:23,2.5,NA,"37.20 N","125.38 E","인천"," 옹진군 연평도 남남서쪽 59km 해역"
"8",1193,2015-08-12 17:09:51,2.2,NA,"37.17 N","127.50 E","경기"," 이천시 남남동쪽 13km 지역"
"9",1192,2015-08-03 10:11:24,3.7,NA,"33.26 N","127.06 E","제주"," 서귀포시 성산 남동쪽 22km 해역"
"10",1191,2015-08-02 03:22:34,2.1,NA,"37.19 N","128.44 E","강원"," 영월군 서북서쪽 2km 지역"
"11",1190,2015-08-01 23:58:50,2.2,NA,"35.32 N","127.45 E","전남"," 구례군 북쪽 13km 지역"
"12",1189,2015-07-30 09:39:55,2.2,NA,"35.15 N","127.98 E","경남"," 사천시 북서쪽 12km 지역"
"13",1188,2015-07-23 04:02:14,2.6,NA,"33.22 N","127.05 E","제주"," 서귀포시 성산 남동쪽 24km 해역"
"14",1187,2015-07-20 01:33:01,2.2,NA,"33.26 N","127.21 E","제주"," 서귀포시 성산 동남동쪽 34km 해역"
"15",1186,2015-07-18 21:15:56,2.3,NA,"36.07 N","128.08 E","경북"," 김천시 남남서쪽 7km 지역"
"16",1185,2015-07-14 14:34:35,2.8,NA,"33.24 N","127.01 E","제주"," 서귀포시 성산 남동쪽 20km 해역"
"17",1184,2015-07-08 11:01:46,2,NA,"37.63 N","125.86 E","인천"," 옹진군 연평도 동남동쪽 14km 해역"
"18",1183,2015-07-04 08:49:09,2.1,NA,"36.32 N","128.18 E","경북"," 상주시 남쪽 10km 지역"
"19",1182,2015-06-22 12:44:46,2.4,NA,"36.35 N","127.24 E","충남"," 공주시 남동쪽 15km 지역"
"20",1181,2015-06-22 12:02:28,2.6,NA,"35.85 N","125.00 E","충남"," 태안군 서격렬비도 남남서쪽 96km 해역"
"21",1180,2015-06-17 00:55:05,2.3,NA,"38.41 N","125.57 E","북한"," 황해남도 안악 남남동쪽 13km 지역"
"22",1179,2015-06-07 20:54:01,2.1,NA,"33.79 N","126.16 E","제주"," 제주시 북서쪽 48km 해역"
"23",1178,2015-06-02 01:01:28,2,NA,"36.76 N","129.98 E","경북"," 울진군 동남동쪽 57km 해역"
"24",1177,2015-04-24 10:14:42,2.3,NA,"35.88 N","129.69 E","경북"," 포항시 남구 동남동쪽 33km 해역"
"25",1176,2015-04-21 02:05:40,2.1,NA,"35.88 N","129.75 E","경북"," 포항시 남구 동남동쪽 38km 해역"
"26",1175,2015-04-15 04:10:00,2.9,NA,"35.14 N","129.93 E","울산"," 동구 남동쪽 61km 해역"
"27",1174,2015-04-13 18:02:02,3.3,NA,"37.18 N","125.47 E","인천"," 옹진군 연평도 남남서쪽 58km 해역"
"28",1173,2015-03-19 16:20:18,2.7,NA,"36.43 N","127.65 E","충북"," 옥천군 북북동쪽 16km 지역"
"29",1172,2015-03-19 12:54:18,2.2,NA,"34.16 N","128.37 E","경남"," 통영시 욕지도 남남동쪽 54km 해역"
"30",1171,2015-03-10 13:10:34,2.7,NA,"37.36 N","125.15 E","인천"," 옹진군 연평도 남서쪽 59km 해역"
"31",1170,2015-02-23 04:54:14,2.7,NA,"32.96 N","126.25 E","제주"," 제주시 고산 남남동쪽 38km 해역"
"32",1169,2015-02-19 14:25:28,2.1,NA,"36.09 N","125.05 E","충남"," 태안군 서격렬비도 남서쪽 71km 해역"
"33",1168,2015-02-03 19:54:53,2.1,NA,"33.61 N","127.57 E","전남"," 여수시 거문도 남남동쪽 52km 해역"
"34",1167,2015-01-31 05:10:04,2.2,NA,"36.60 N","129.45 E","경북"," 영덕군 북북동쪽 22km 해역"
"35",1166,2015-01-08 20:15:18,3.5,NA,"37.51 N","125.63 E","인천"," 옹진군 연평도 남남서쪽 18km 해역"
"36",1165,2015-01-06 13:06:40,2.8,NA,"38.43 N","126.28 E","북한"," 황해북도 평산 북서쪽 17km 지역"
"37",1164,2014-12-30 15:36:36,2.6,NA,"35.21 N","124.79 E","전남"," 신안군 흑산면 북서쪽 88km 해역"
"38",1163,2014-12-24 20:33:19,2.1,NA,"35.89 N","127.33 E","전북"," 완주군 동쪽 15km 지역"
"39",1162,2014-12-15 09:08:00,2.1,NA,"39.09 N","126.52 E","북한"," 평안남도 양덕 남서쪽 16km 지역"
"40",1161,2014-12-08 05:28:57,3.3,NA,"34.75 N","127.17 E","전남"," 보성군 동남동쪽 8km 지역"
"41",1160,2014-11-15 03:31:39,2.5,NA,"38.77 N","126.36 E","북한"," 황해북도 신계 북북서쪽 34km 지역"
"42",1159,2014-11-06 14:48:49,2.3,NA,"33.34 N","125.89 E","제주"," 제주시 고산 서북서쪽 26km 해역"
"43",1158,2014-11-06 04:25:16,2.5,NA,"37.23 N","126.44 E","인천"," 옹진군 남남서쪽 30km 해역"
"44",1157,2014-10-28 19:07:07,2.2,NA,"38.00 N","125.34 E","북한"," 황해남도 옹진 북북동쪽 8km 지역"
"45",1156,2014-10-21 06:33:22,2.3,NA,"35.21 N","129.49 E","부산"," 기장군 동쪽 24km 해역"
"46",1155,2014-10-20 21:15:29,2.2,NA,"33.68 N","125.88 E","제주"," 제주시 고산 북북서쪽 50km 해역"
"47",1154,2014-10-19 19:57:17,2.6,NA,"36.44 N","128.19 E","경북"," 상주시 북동쪽 4km 지역"
"48",1153,2014-10-11 22:11:30,2.3,NA,"37.73 N","129.43 E","강원"," 동해시 북동쪽 36km 해역"
"49",1152,2014-10-07 01:57:17,2.9,NA,"33.30 N","125.96 E","제주"," 제주시 고산 서쪽 19km 해역"
"50",1151,2014-10-01 16:34:10,2.2,NA,"36.67 N","125.45 E","충남"," 태안군 서격렬비도 북서쪽 11km 해역"
"51",1150,2014-09-28 21:32:44,3.2,NA,"37.24 N","126.44 E","인천"," 옹진군 남서쪽 30km 지역"
"52",1149,2014-09-25 02:26:42,3.8,NA,"35.07 N","129.94 E","울산"," 동구 남동쪽 67km 해역"
"53",1148,2014-09-23 15:27:58,3.5,NA,"35.80 N","129.41 E","경북"," 경주시 동남동쪽 18km 지역"
"54",1147,2014-09-09 00:24:00,2.2,NA,"35.68 N","129.38 E","경북"," 경주시 남동쪽 23km 지역"
"55",1146,2014-08-21 22:30:43,2.7,NA,"33.87 N","127.83 E","전남"," 여수시 거문도 동남동쪽 51km 해역"
"56",1145,2014-08-18 05:13:55,2.1,NA,"36.57 N","125.64 E","충남"," 태안군 서격렬비도 동남동쪽 10km 해역"
"57",1144,2014-08-16 00:51:42,2.1,NA,"33.59 N","126.58 E","제주"," 제주시 북북동쪽 11km 해역"
"58",1143,2014-08-10 18:07:05,2.4,NA,"38.15 N","126.63 E","북한"," 개성 북북동쪽 21km 지역"
"59",1142,2014-08-05 06:16:36,2.5,NA,"40.11 N","127.20 E","북한"," 함경남도 신흥 서북서쪽 20km 지역"
"60",1141,2014-08-02 01:32:27,2.2,NA,"37.40 N","127.20 E","경기"," 광주시 서남서쪽 5km 지역"
"61",1140,2014-07-04 06:27:26,2.2,NA,"34.51 N","125.41 E","전남"," 신안군 흑산면 남남서쪽 17km 해역"
"62",1139,2014-07-04 04:13:15,2.9,NA,"35.66 N","129.78 E","울산"," 동구 동북동쪽 37km 해역"
"63",1138,2014-07-04 00:11:51,2.5,NA,"35.65 N","129.81 E","울산"," 동구 동북동쪽 39km 해역"
"64",1137,2014-07-03 22:04:37,2.6,NA,"35.66 N","129.82 E","울산"," 동구 동북동쪽 40km 해역"
"65",1136,2014-07-03 21:57:11,3.5,NA,"35.66 N","129.76 E","울산"," 동구 동북동쪽 35km 해역"
"66",1135,2014-06-21 08:29:30,2.6,NA,"38.77 N","125.89 E","북한"," 황해북도 송림 동쪽 22km 지역"
"67",1134,2014-06-18 09:59:21,2.1,NA,"35.91 N","128.66 E","대구"," 동구 북쪽 4km 지역"
"68",1133,2014-06-08 04:05:31,2.6,NA,"33.52 N","125.96 E","제주"," 제주시 고산 북서쪽 31km 해역"
"69",1132,2014-06-05 13:29:11,2.3,NA,"35.97 N","128.62 E","대구"," 동구 북쪽 10km 지역"
"70",1131,2014-05-15 08:46:51,3.4,NA,"33.00 N","126.21 E","제주"," 제주시 고산 남쪽 33km 해역"
"71",1130,2014-04-26 14:08:10,2.7,NA,"36.46 N","127.93 E","경북"," 상주시 서북서쪽 21km 지역"
"72",1129,2014-04-25 12:14:39,2.9,NA,"35.97 N","128.04 E","경북"," 김천시 남남서쪽 19km 지역"
"73",1128,2014-04-13 14:02:02,2.9,NA,"36.93 N","124.52 E","충남"," 태안군 서격렬비도 서북서쪽 97km 해역"
"74",1127,2014-04-12 01:44:49,2.6,NA,"33.52 N","126.90 E","제주"," 제주시 동쪽 34km 지역"
"75",1126,2014-04-08 06:19:14,2.7,NA,"36.96 N","124.44 E","충남"," 태안군 서격렬비도 서북서쪽 105km 해역"
"76",1125,2014-04-01 09:25:12,2.3,NA,"36.95 N","124.50 E","충남"," 태안군 서격렬비도 서북서쪽 100km 해역"
"77",1124,2014-04-01 04:48:35,5.1,NA,"36.95 N","124.50 E","충남"," 태안군 서격렬비도 서북서쪽 100km 해역"
"78",1123,2014-03-28 10:40:45,3,NA,"36.47 N","127.93 E","경북"," 상주시 서북서쪽 22km 지역"
"79",1122,2014-03-14 12:59:27,2.5,NA,"39.41 N","126.09 E","북한"," 평안남도 성천 북북서쪽 21km 지역"
"80",1121,2014-03-11 11:39:43,2.7,NA,"35.86 N","128.47 E","대구"," 달성군 서북서쪽 9km 지역"
"81",1120,2014-02-28 03:20:05,2.4,NA,"38.74 N","125.01 E","북한"," 남포 서쪽 22km 해역"
"82",1119,2014-02-22 20:44:23,2.6,NA,"38.31 N","124.27 E","북한"," 황해남도 용연군 장산곶 서북서쪽 42km 해역"
"83",1118,2014-02-21 21:17:21,2.7,NA,"35.05 N","127.75 E","전남"," 광양시 북북동쪽 13km 지역"
"84",1117,2014-02-05 23:06:01,2.8,NA,"38.26 N","124.40 E","북한"," 황해남도 용연군 장산곶 서북서쪽 29km 해역"
"85",1116,2014-01-29 06:08:44,2.2,NA,"36.23 N","128.80 E","경북"," 의성군 남동쪽 16km 지역"
"86",1115,2013-12-19 12:38:25,2.9,NA,"38.11 N","127.11 E","경기"," 연천군 동북동쪽 3km 지역"
"87",1114,2013-12-13 11:40:10,2.5,NA,"36.10 N","129.04 E","경북"," 영천시 북북동쪽 17km 지역"
"88",1113,2013-12-08 16:38:25,2.8,NA,"33.44 N","125.09 E","제주"," 제주시 고산 서쪽 101km 해역"
"89",1112,2013-12-04 06:28:06,2.4,NA,"38.71 N","125.69 E","북한"," 황해북도 송림 동남동쪽 6km 지역"
"90",1111,2013-12-03 21:00:39,2.5,NA,"35.64 N","128.72 E","경북"," 청도군 서남서쪽 2km 지역"
"91",1110,2013-12-02 20:02:58,2.8,NA,"38.56 N","126.10 E","북한"," 황해북도 사리원 동북동쪽 30km 지역"
"92",1109,2013-11-26 02:26:02,2.1,NA,"37.12 N","128.11 E","충북"," 제천시 서남서쪽 10km 지역"
"93",1108,2013-11-22 23:29:17,2.1,NA,"36.99 N","126.40 E","충남"," 서산시 북북서쪽 24km 지역"
"94",1107,2013-11-20 21:07:11,2.1,NA,"38.47 N","126.17 E","북한"," 황해북도 평산 북서쪽 25km 지역"
"95",1106,2013-11-16 22:32:45,2.1,NA,"38.51 N","125.66 E","북한"," 황해북도 사리원 서쪽 9km 지역"
"96",1105,2013-11-10 16:28:54,2,NA,"37.66 N","124.67 E","인천"," 백령도 남쪽 33km 해역"
"97",1104,2013-11-08 21:02:41,3,NA,"36.24 N","126.36 E","충남"," 보령시 서남서쪽 25km 해역"
"98",1103,2013-11-08 19:14:44,2.6,NA,"36.23 N","126.36 E","충남"," 보령시 서남서쪽 25km 해역"
"99",1102,2013-10-26 06:47:39,2.7,NA,"37.96 N","124.61 E","인천"," 백령도 서쪽 6km 해역"
"100",1101,2013-10-19 00:16:27,2,NA,"35.96 N","128.06 E","경북"," 김천시 남쪽 20km 지역"
"101",1100,2013-10-11 16:06:25,3.6,NA,"36.46 N","129.61 E","경북"," 영덕군 동북동쪽 22km 해역"
"102",1099,2013-10-10 13:08:11,2.6,NA,"35.36 N","128.23 E","경남"," 의령군 북서쪽 5km 지역"
"103",1098,2013-09-15 13:16:36,2.3,NA,"36.55 N","129.23 E","경북"," 영양군 남동쪽 16km 지역"
"104",1097,2013-09-14 17:33:35,2.2,NA,"36.20 N","126.16 E","충남"," 보령시 서남서쪽 43km 해역"
"105",1096,2013-09-11 13:00:31,4,NA,"33.56 N","125.39 E","전남"," 신안군 가거도 남남동쪽 60km 해역"
"106",1095,2013-08-29 08:35:23,2.5,NA,"38.19 N","129.30 E","강원"," 강릉시 북동쪽 60km 해역"
"107",1094,2013-08-13 00:36:47,3,NA,"36.91 N","129.44 E","경북"," 울진군 남남동쪽 10km 해역"
"108",1093,2013-08-13 00:01:30,2.1,NA,"36.92 N","129.44 E","경북"," 울진군 남남동쪽 8km 해역"
"109",1092,2013-08-12 04:39:34,2.3,NA,"35.66 N","129.77 E","울산"," 동구 동북동쪽 36km 해역"
"110",1091,2013-08-12 04:33:48,3.1,NA,"35.66 N","129.75 E","울산"," 동구 동북동쪽 35km 해역"
"111",1090,2013-08-11 04:19:36,2.3,NA,"38.48 N","126.13 E","북한"," 황해북도 평산 북서쪽 28km 지역"
"112",1089,2013-08-10 12:43:18,2.6,NA,"35.90 N","129.75 E","경북"," 포항시 남구 동남동쪽 37km 해역"
"113",1088,2013-08-07 21:08:46,2,NA,"36.19 N","126.08 E","충남"," 보령시 서남서쪽 51km 해역"
"114",1087,2013-08-04 19:58:28,2.3,NA,"36.20 N","126.16 E","충남"," 보령시 서남서쪽 43km 해역"
"115",1086,2013-08-01 17:22:37,3.1,NA,"36.19 N","126.17 E","충남"," 보령시 서남서쪽 43km 해역"
"116",1085,2013-08-01 00:57:45,2.8,NA,"36.23 N","126.22 E","충남"," 보령시 서남서쪽 37km 해역"
"117",1084,2013-07-31 22:30:21,3.2,NA,"36.21 N","126.18 E","충남"," 보령시 서남서쪽 41km 해역"
"118",1083,2013-07-31 20:27:00,2.2,NA,"36.20 N","126.17 E","충남"," 보령시 서남서쪽 43km 해역"
"119",1082,2013-07-31 20:05:26,2.2,NA,"36.21 N","126.17 E","충남"," 보령시 서남서쪽 42km 해역"
"120",1081,2013-07-30 14:57:02,2.7,NA,"36.21 N","126.14 E","충남"," 보령시 서남서쪽 45km 해역"
"121",1080,2013-07-29 10:29:17,2.7,NA,"36.20 N","126.13 E","충남"," 보령시 서남서쪽 46km 해역"
"122",1079,2013-07-28 09:10:24,2.8,NA,"36.20 N","126.14 E","충남"," 보령시 서남서쪽 45km 해역"
"123",1078,2013-07-26 11:23:35,2.2,NA,"36.19 N","126.14 E","충남"," 보령시 서남서쪽 45km 해역"
"124",1077,2013-07-23 16:03:54,2.7,NA,"36.19 N","126.16 E","충남"," 보령시 서남서쪽 44km 해역"
"125",1076,2013-07-15 19:44:39,2.5,NA,"36.20 N","126.15 E","충남"," 보령시 서남서쪽 44km 해역"
"126",1075,2013-07-15 01:39:10,2.4,NA,"33.03 N","125.68 E","제주"," 제주시 고산 서남서쪽 68km 해역"
"127",1074,2013-07-13 02:02:44,3.5,NA,"36.20 N","126.18 E","충남"," 보령시 서남서쪽 42km 해역"
"128",1073,2013-07-01 11:24:54,3,NA,"38.78 N","126.36 E","북한"," 황해북도 신계 북북서쪽 35km 지역"
"129",1072,2013-06-29 13:32:48,2.3,NA,"36.20 N","126.17 E","충남"," 보령시 서남서쪽 43km 해역"
"130",1071,2013-06-27 19:33:20,2.5,NA,"36.20 N","126.14 E","충남"," 보령시 서남서쪽 45km 해역"
"131",1070,2013-06-24 18:26:33,2.1,NA,"38.04 N","129.75 E","강원"," 동해시 북동쪽 80km 해역"
"132",1069,2013-06-24 05:28:38,2.3,NA,"36.20 N","126.17 E","충남"," 보령시 서남서쪽 43km 해역"
"133",1068,2013-06-22 11:18:37,2.3,NA,"36.20 N","126.17 E","충남"," 보령시 서남서쪽 43km 해역"
"134",1067,2013-06-22 10:37:24,2.8,NA,"36.19 N","126.16 E","충남"," 보령시 서남서쪽 44km 해역"
"135",1066,2013-06-22 03:51:36,2.5,NA,"36.20 N","126.17 E","충남"," 보령시 서남서쪽 43km 해역"
"136",1065,2013-06-21 21:55:06,2.4,NA,"36.20 N","126.19 E","충남"," 보령시 서남서쪽 41km 해역"
"137",1064,2013-06-21 16:29:31,2.2,NA,"36.19 N","126.14 E","충남"," 보령시 서남서쪽 45km 해역"
"138",1063,2013-06-20 12:35:57,2.4,NA,"39.23 N","125.95 E","북한"," 평안남도 평성 동쪽 8km 지역"
"139",1062,2013-06-19 16:02:42,2.6,NA,"36.19 N","126.16 E","충남"," 보령시 서남서쪽 44km 해역"
"140",1061,2013-06-19 01:52:25,2.3,NA,"36.20 N","126.16 E","충남"," 보령시 서남서쪽 43km 해역"
"141",1060,2013-06-18 02:31:15,2.3,NA,"36.21 N","126.18 E","충남"," 보령시 서남서쪽 41km 해역"
"142",1059,2013-06-17 20:31:04,2.4,NA,"36.20 N","126.17 E","충남"," 보령시 서남서쪽 43km 해역"
"143",1058,2013-06-16 22:12:27,2.5,NA,"36.20 N","126.16 E","충남"," 보령시 서남서쪽 43km 해역"
"144",1057,2013-06-16 19:47:43,2.1,NA,"36.19 N","126.15 E","충남"," 보령시 서남서쪽 45km 해역"
"145",1056,2013-06-10 14:01:28,2.1,NA,"37.71 N","124.70 E","인천"," 백령도 남쪽 27km 해역"
"146",1055,2013-06-08 05:56:59,3.2,NA,"35.14 N","126.96 E","광주"," 동구 동쪽 3km 지역"
"147",1054,2013-06-05 12:34:12,2.6,NA,"36.23 N","126.18 E","충남"," 보령시 서남서쪽 41km 해역"
"148",1053,2013-05-22 23:25:53,2.1,NA,"38.75 N","128.81 E","강원"," 고성군 북동쪽 51km 해역"
"149",1052,2013-05-21 16:17:53,3.7,NA,"37.66 N","124.71 E","인천"," 백령도 남쪽 33km 해역"
"150",1051,2013-05-19 05:27:13,2.3,NA,"37.73 N","124.74 E","인천"," 백령도 남남동쪽 25km 해역"
"151",1050,2013-05-18 16:18:48,2.1,NA,"37.69 N","124.61 E","인천"," 백령도 남남서쪽 30km해역"
"152",1049,2013-05-18 14:09:40,2.6,NA,"37.71 N","124.68 E","인천"," 백령도 남쪽 27km 해역"
"153",1048,2013-05-18 11:45:15,3.9,NA,"37.67 N","124.61 E","인천"," 백령도 남쪽 32km 해역"
"154",1047,2013-05-18 09:32:42,2.5,NA,"37.64 N","124.57 E","인천"," 백령도 남남서쪽 36km 해역"
"155",1046,2013-05-18 09:13:10,2.4,NA,"37.67 N","124.62 E","인천"," 백령도 남쪽 32km 해역"
"156",1045,2013-05-18 07:54:28,2.5,NA,"37.69 N","124.65 E","인천"," 백령도 남쪽 29km 해역"
"157",1044,2013-05-18 07:26:10,3.3,NA,"37.67 N","124.66 E","인천"," 백령도 남쪽 31km 해역"
"158",1043,2013-05-18 07:24:13,2.2,NA,"37.69 N","124.65 E","인천"," 백령도 남쪽 29km 해역"
"159",1042,2013-05-18 07:02:24,4.9,NA,"37.68 N","124.63 E","인천"," 백령도 남쪽 31km 해역"
"160",1041,2013-05-18 03:00:58,3.5,NA,"37.68 N","124.60 E","인천"," 백령도 남남동쪽 31km 해역"
"161",1040,2013-05-15 08:48:10,2.8,NA,"37.69 N","124.74 E","인천"," 백령도 남쪽 30km 해역"
"162",1039,2013-05-15 08:34:11,2.7,NA,"37.71 N","124.68 E","인천"," 백령도 남쪽 27km 해역"
"163",1038,2013-05-14 20:17:54,2.8,NA,"37.70 N","124.79 E","인천"," 백령도 남남동쪽 30km 해역"
"164",1037,2013-04-30 10:58:26,2,NA,"36.46 N","129.63 E","경북"," 영덕군 동북동쪽 24km 해역"
"165",1036,2013-04-30 05:26:51,2.5,NA,"36.47 N","129.61 E","경북"," 영덕군 동북동쪽 23km 해역"
"166",1035,2013-04-28 03:39:13,2.7,NA,"33.65 N","127.29 E","전남"," 여수시 거문도 남쪽 42km 해역"
"167",1034,2013-04-21 18:21:13,2.7,NA,"35.14 N","124.49 E","전남"," 신안군 흑산면 서북서쪽 105km 해역"
"168",1033,2013-04-21 08:21:27,4.9,NA,"35.16 N","124.56 E","전남"," 신안군 흑산면 북서쪽 101km 해역"
"169",1032,2013-04-19 23:46:14,2.2,NA,"36.55 N","129.60 E","경북"," 영덕군 북동쪽 26km 해역"
"170",1031,2013-04-17 21:33:38,2.3,NA,"36.56 N","129.61 E","경북"," 영덕군 북동쪽 27km 해역"
"171",1030,2013-04-14 16:16:20,2.3,NA,"38.20 N","129.29 E","강원"," 양양군 동북동쪽 60km 해역"
"172",1029,2013-04-10 13:07:16,2.2,NA,"36.50 N","127.44 E","충북"," 청원군 남남서쪽 16km 지역"
"173",1028,2013-02-07 22:07:29,2.2,NA,"35.76 N","129.13 E","경북"," 경주시 남서쪽 12km 지역"
"174",1027,2013-02-05 21:25:36,3.5,NA,"35.77 N","127.97 E","경남"," 거창군 북북동쪽 11km 지역"
"175",1026,2013-02-04 05:39:25,3.1,NA,"36.55 N","128.90 E","경북"," 안동시 동쪽 15km 지역"
"176",1025,2013-01-26 08:57:56,2.4,NA,"36.11 N","127.73 E","충북"," 영동군 남서쪽 9km 지역"
"177",1024,2013-01-15 13:31:34,2.8,NA,"36.59 N","129.73 E","경북"," 영덕군 동북동쪽 38km 해역"
"178",1023,2013-01-02 05:53:37,2.5,NA,"33.37 N","127.27 E","제주"," 서귀포시 성산 동쪽 36km 해역"
"179",1022,2012-12-19 15:05:02,2.2,NA,"35.72 N","127.22 E","전북"," 완주군 남남동쪽 21km 지역"
"180",1021,2012-11-22 03:04:54,3,NA,"35.22 N","127.97 E","경남"," 진주시 서북서쪽 11km 지역"
"181",1020,2012-10-17 14:37:41,2.5,NA,"37.54 N","124.84 E","인천"," 백령도 남남동쪽 48km 해역"
"182",1019,2012-10-01 06:51:24,2.4,NA,"36.73 N","128.40 E","경북"," 예천군 북북서쪽 10km 지역"
"183",1018,2012-09-28 19:36:35,2.1,NA,"36.41 N","128.73 E","경북"," 의성군 북북동쪽 7km 지역"
"184",1017,2012-09-27 22:24:47,2.7,NA,"35.40 N","126.08 E","전북"," 부안군 위도 남서쪽 30km 해역"
"185",1016,2012-09-24 09:59:10,2.5,NA,"38.73 N","125.48 E","북한"," 남포 남동쪽 4km 지역"
"186",1015,2012-09-20 02:43:45,2.4,NA,"35.61 N","129.82 E","울산"," 동구 동북동쪽 38km 해역"
"187",1014,2012-09-19 14:52:11,2.2,NA,"34.66 N","128.75 E","경남"," 통영시 매물도 동쪽 16km 해역"
"188",1013,2012-09-19 14:49:25,2.1,NA,"34.71 N","128.72 E","경남"," 통영시 매물도 동북동쪽 15km 해역"
"189",1012,2012-09-18 05:39:02,2.7,NA,"33.53 N","125.81 E","제주"," 제주시 고산 북서쪽 42km 해역"
"190",1011,2012-09-10 22:06:02,2.1,NA,"35.82 N","129.41 E","경북"," 경주시 동쪽 18km 지역"
"191",1010,2012-09-07 02:34:46,3.1,NA,"36.40 N","127.25 E","충남"," 공주시 동남동쪽 12km 지역"
"192",1009,2012-08-18 18:06:41,2.2,NA,"36.20 N","125.26 E","충남"," 태안군 서격렬비도 남남서쪽 51km 해역"
"193",1008,2012-08-13 00:54:08,2.2,NA,"36.84 N","128.68 E","경북"," 영주시 북동쪽 6km 지역"
"194",1007,2012-08-10 21:25:13,2.6,NA,"35.82 N","128.39 E","경북"," 고령군 북동쪽 16km 지역"
"195",1006,2012-07-29 03:22:12,2.7,NA,"32.85 N","126.02 E","제주"," 제주시 고산 남남서쪽 51km 해역"
"196",1005,2012-07-26 19:24:58,3.4,NA,"37.98 N","125.45 E","북한"," 황해남도 옹진 북동쪽 10km 지역"
"197",1004,2012-07-22 12:04:41,2.3,NA,"34.69 N","126.60 E","전남"," 영암군 남서쪽 15km 지역"
"198",1003,2012-07-14 02:38:27,2.6,NA,"33.78 N","124.97 E","전남"," 신안군 가거도 남남서쪽 34km 해역"
"199",1002,2012-07-11 19:33:13,2.1,NA,"36.87 N","125.28 E","충남"," 태안군 서격렬비도 북서쪽 38km 해역"
"200",1001,2012-07-11 19:27:30,2.5,NA,"36.90 N","125.27 E","충남"," 태안군 서격렬비도 북서쪽 41km 해역"
"201",1000,2012-07-09 08:59:14,2.4,NA,"35.32 N","128.71 E","경남"," 창원시 북북동쪽 11km지역"
"202",999,2012-07-08 09:43:29,2.5,NA,"35.72 N","129.35 E","경북"," 경주시 남동쪽 18km 지역"
"203",998,2012-07-03 09:42:07,2.2,NA,"37.19 N","129.08 E","강원"," 삼척시 남남서쪽 30km 지역"
"204",997,2012-06-24 01:20:47,2.1,NA,"37.53 N","124.56 E","인천"," 백령도 남남서쪽 48km 해역"
"205",996,2012-06-23 16:42:52,2.6,NA,"36.70 N","128.31 E","경북"," 문경시 북동쪽 17km 지역"
"206",995,2012-06-19 20:55:24,3.1,NA,"33.48 N","125.93 E","제주"," 제주시 고산 북서쪽 30km 해역"
"207",994,2012-06-14 06:15:19,2.1,NA,"39.72 N","126.92 E","북한"," 함경남도 요덕 북동쪽 10km지역"
"208",993,2012-06-12 17:52:08,2.2,NA,"35.87 N","128.67 E","대구"," 수성구 동북동쪽 4km 지역"
"209",992,2012-06-12 13:34:37,2.4,NA,"37.33 N","125.27 E","인천"," 옹진군 연평도 남서쪽 53km 해역"
"210",991,2012-06-12 09:01:26,2.1,NA,"38.77 N","125.72 E","북한"," 황해북도 송림 동북동쪽 8km 지역"
"211",990,2012-06-12 03:42:32,2.1,NA,"36.32 N","127.51 E","충북"," 옥천군 서북서쪽 6km 지역"
"212",989,2012-06-05 08:18:41,2.1,NA,"38.43 N","126.16 E","북한"," 황해북도 평산 서북서쪽 23km 지역"
"213",988,2012-06-01 12:05:43,2.6,NA,"37.12 N","125.96 E","인천"," 옹진군 덕적도 서남서쪽 20km 해역"
"214",987,2012-06-01 08:09:37,2.3,NA,"35.92 N","127.61 E","전북"," 무주군 남남서쪽 10km 지역"
"215",986,2012-05-30 02:48:11,3.4,NA,"36.57 N","129.57 E","경북"," 영덕군 북동쪽 25km 해역"
"216",985,2012-05-16 17:50:15,2.7,NA,"36.23 N","128.49 E","경북"," 군위군 서쪽 8km 지역"
"217",984,2012-05-15 11:05:12,2.9,NA,"35.92 N","129.62 E","경북"," 포항시 남구 동남동쪽 25km 해역"
"218",983,2012-05-11 12:46:04,3.9,NA,"36.02 N","127.71 E","전북"," 무주군 동북동쪽 5km 지역"
"219",982,2012-05-02 05:04:58,2.1,NA,"35.77 N","126.81 E","전북"," 김제시 서남서쪽 7km 지역"
"220",981,2012-05-02 01:33:17,3.4,NA,"33.69 N","126.04 E","제주"," 제주시 고산 북북서쪽 46km 해역"
"221",980,2012-04-20 21:11:02,3.1,NA,"33.43 N","127.26 E","제주"," 서귀포시 성산 동쪽 36km 해역"
"222",979,2012-04-17 13:31:07,2.6,NA,"35.72 N","126.51 E","전북"," 부안군 서쪽 20km 해역"
